Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"PREDICTED: Gorilla gorilla gorilla BRCA1 DNA repair associated (BRCA1), transcript variant X13, mRNA",Gorilla gorilla gorilla,12619,12619,100%,0.0,98.80,7208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_055388018.2?report=genbank&log$=nucltop&blast_rank=21&RID=X1JTA680014"",""XM_055388018.2"")"
"PREDICTED: Gorilla gorilla gorilla BRCA1 DNA repair associated (BRCA1), transcript variant X11, mRNA",Gorilla gorilla gorilla,12619,12619,100%,0.0,98.80,7241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_055388014.2?report=genbank&log$=nucltop&blast_rank=22&RID=X1JTA680014"",""XM_055388014.2"")"
"PREDICTED: Gorilla gorilla gorilla BRCA1 DNA repair associated (BRCA1), transcript variant X9, mRNA",Gorilla gorilla gorilla,12619,12619,100%,0.0,98.80,7208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_055388016.2?report=genbank&log$=nucltop&blast_rank=23&RID=X1JTA680014"",""XM_055388016.2"")"
"PREDICTED: Gorilla gorilla gorilla BRCA1 DNA repair associated (BRCA1), transcript variant X2, mRNA",Gorilla gorilla gorilla,12619,12619,100%,0.0,98.80,7208,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_031011553.3?report=genbank&log$=nucltop&blast_rank=24&RID=X1JTA680014"",""XM_031011553.3"")"
"PREDICTED: Gorilla gorilla gorilla BRCA1 DNA repair associated (BRCA1), transcript variant X15, mRNA",Gorilla gorilla gorilla,12598,12598,100%,0.0,98.76,7205,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_055388020.2?report=genbank&log$=nucltop&blast_rank=25&RID=X1JTA680014"",""XM_055388020.2"")"
"PREDICTED: Gorilla gorilla gorilla BRCA1 DNA repair associated (BRCA1), transcript variant X8, mRNA",Gorilla gorilla gorilla,12598,12598,100%,0.0,98.76,7205,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_055388013.2?report=genbank&log$=nucltop&blast_rank=26&RID=X1JTA680014"",""XM_055388013.2"")"
"PREDICTED: Gorilla gorilla gorilla BRCA1 DNA repair associated (BRCA1), transcript variant X6, mRNA",Gorilla gorilla gorilla,12598,12598,100%,0.0,98.76,7205,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_055388011.2?report=genbank&log$=nucltop&blast_rank=27&RID=X1JTA680014"",""XM_055388011.2"")"
"PREDICTED: Gorilla gorilla gorilla BRCA1 DNA repair associated (BRCA1), transcript variant X5, mRNA",Gorilla gorilla gorilla,12598,12598,100%,0.0,98.76,7205,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_031011557.3?report=genbank&log$=nucltop&blast_rank=28&RID=X1JTA680014"",""XM_031011557.3"")"
"PREDICTED: Gorilla gorilla gorilla BRCA1 DNA repair associated (BRCA1), transcript variant X14, mRNA",Gorilla gorilla gorilla,12580,12580,100%,0.0,98.72,7202,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_055388019.2?report=genbank&log$=nucltop&blast_rank=29&RID=X1JTA680014"",""XM_055388019.2"")"
"PREDICTED: Gorilla gorilla gorilla BRCA1 DNA repair associated (BRCA1), transcript variant X12, mRNA",Gorilla gorilla gorilla,12580,12580,100%,0.0,98.72,7202,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_055388015.2?report=genbank&log$=nucltop&blast_rank=30&RID=X1JTA680014"",""XM_055388015.2"")"
"PREDICTED: Gorilla gorilla gorilla BRCA1 DNA repair associated (BRCA1), transcript variant X10, mRNA",Gorilla gorilla gorilla,12580,12580,100%,0.0,98.72,7202,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_055388017.2?report=genbank&log$=nucltop&blast_rank=31&RID=X1JTA680014"",""XM_055388017.2"")"
"PREDICTED: Gorilla gorilla gorilla BRCA1 DNA repair associated (BRCA1), transcript variant X16, mRNA",Gorilla gorilla gorilla,12560,12560,100%,0.0,98.68,7199,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_055388021.2?report=genbank&log$=nucltop&blast_rank=32&RID=X1JTA680014"",""XM_055388021.2"")"
"PREDICTED: Pongo pygmaeus BRCA1 DNA repair associated (BRCA1), transcript variant X1, mRNA",Pongo pygmaeus,12323,12323,100%,0.0,98.07,7279,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_054457700.2?report=genbank&log$=nucltop&blast_rank=33&RID=X1JTA680014"",""XM_054457700.2"")"
"PREDICTED: Pongo pygmaeus BRCA1 DNA repair associated (BRCA1), transcript variant X7, mRNA",Pongo pygmaeus,12303,12303,100%,0.0,98.02,7276,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_054457707.2?report=genbank&log$=nucltop&blast_rank=34&RID=X1JTA680014"",""XM_054457707.2"")"
"PREDICTED: Pongo pygmaeus BRCA1 DNA repair associated (BRCA1), transcript variant X6, mRNA",Pongo pygmaeus,12303,12303,100%,0.0,98.02,7276,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_063656680.1?report=genbank&log$=nucltop&blast_rank=35&RID=X1JTA680014"",""XM_063656680.1"")"
"PREDICTED: Pongo pygmaeus BRCA1 DNA repair associated (BRCA1), transcript variant X14, mRNA",Pongo pygmaeus,12285,12285,100%,0.0,97.98,7273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_063656685.1?report=genbank&log$=nucltop&blast_rank=36&RID=X1JTA680014"",""XM_063656685.1"")"
"PREDICTED: Pongo pygmaeus BRCA1 DNA repair associated (BRCA1), transcript variant X5, mRNA",Pongo pygmaeus,12285,12285,100%,0.0,97.98,7273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_054457701.2?report=genbank&log$=nucltop&blast_rank=37&RID=X1JTA680014"",""XM_054457701.2"")"
"PREDICTED: Pongo pygmaeus BRCA1 DNA repair associated (BRCA1), transcript variant X13, mRNA",Pongo pygmaeus,12264,12264,100%,0.0,97.94,7316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_054457705.2?report=genbank&log$=nucltop&blast_rank=38&RID=X1JTA680014"",""XM_054457705.2"")"
"PREDICTED: Pongo pygmaeus BRCA1 DNA repair associated (BRCA1), transcript variant X2, mRNA",Pongo pygmaeus,12185,12326,100%,0.0,98.13,7697,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_054457697.2?report=genbank&log$=nucltop&blast_rank=39&RID=X1JTA680014"",""XM_054457697.2"")"
"PREDICTED: Pongo pygmaeus BRCA1 DNA repair associated (BRCA1), transcript variant X10, mRNA",Pongo pygmaeus,12165,12306,100%,0.0,98.08,7696,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_063656682.1?report=genbank&log$=nucltop&blast_rank=40&RID=X1JTA680014"",""XM_063656682.1"")"
"PREDICTED: Pongo pygmaeus BRCA1 DNA repair associated (BRCA1), transcript variant X9, mRNA",Pongo pygmaeus,12165,12306,100%,0.0,98.08,7695,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_063656681.1?report=genbank&log$=nucltop&blast_rank=41&RID=X1JTA680014"",""XM_063656681.1"")"
"PREDICTED: Pongo pygmaeus BRCA1 DNA repair associated (BRCA1), transcript variant X8, mRNA",Pongo pygmaeus,12165,12306,100%,0.0,98.08,7695,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_054457703.2?report=genbank&log$=nucltop&blast_rank=42&RID=X1JTA680014"",""XM_054457703.2"")"
"PREDICTED: Pan paniscus BRCA1 DNA repair associated (BRCA1), transcript variant X2, mRNA",Pan paniscus,12148,13362,99%,0.0,99.10,17632,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_057300182.2?report=genbank&log$=nucltop&blast_rank=43&RID=X1JTA680014"",""XM_057300182.2"")"
"PREDICTED: Pan paniscus BRCA1 DNA repair associated (BRCA1), transcript variant X1, mRNA",Pan paniscus,12148,13362,99%,0.0,99.10,17632,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_057300181.2?report=genbank&log$=nucltop&blast_rank=44&RID=X1JTA680014"",""XM_057300181.2"")"
"PREDICTED: Pongo pygmaeus BRCA1 DNA repair associated (BRCA1), transcript variant X19, mRNA",Pongo pygmaeus,12146,12288,100%,0.0,98.04,7693,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_063656687.1?report=genbank&log$=nucltop&blast_rank=45&RID=X1JTA680014"",""XM_063656687.1"")"
"PREDICTED: Pongo pygmaeus BRCA1 DNA repair associated (BRCA1), transcript variant X18, mRNA",Pongo pygmaeus,12146,12288,100%,0.0,98.04,7694,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_054457708.2?report=genbank&log$=nucltop&blast_rank=46&RID=X1JTA680014"",""XM_054457708.2"")"
"PREDICTED: Pongo pygmaeus BRCA1 DNA repair associated (BRCA1), transcript variant X15, mRNA",Pongo pygmaeus,12146,12288,100%,0.0,98.04,7693,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_063656686.1?report=genbank&log$=nucltop&blast_rank=47&RID=X1JTA680014"",""XM_063656686.1"")"
"PREDICTED: Hylobates moloch BRCA1 DNA repair associated (BRCA1), transcript variant X1, mRNA",Hylobates moloch,12054,12054,100%,0.0,97.41,7176,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_032163745.2?report=genbank&log$=nucltop&blast_rank=48&RID=X1JTA680014"",""XM_032163745.2"")"
"PREDICTED: Hylobates moloch BRCA1 DNA repair associated (BRCA1), transcript variant X6, mRNA",Hylobates moloch,12033,12033,100%,0.0,97.36,7173,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_032163749.2?report=genbank&log$=nucltop&blast_rank=49&RID=X1JTA680014"",""XM_032163749.2"")"
"PREDICTED: Hylobates moloch BRCA1 DNA repair associated (BRCA1), transcript variant X4, mRNA",Hylobates moloch,12033,12033,100%,0.0,97.36,7173,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_032163748.2?report=genbank&log$=nucltop&blast_rank=50&RID=X1JTA680014"",""XM_032163748.2"")"
"PREDICTED: Hylobates moloch BRCA1 DNA repair associated (BRCA1), transcript variant X8, mRNA",Hylobates moloch,12015,12015,100%,0.0,97.32,7170,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_058445987.1?report=genbank&log$=nucltop&blast_rank=51&RID=X1JTA680014"",""XM_058445987.1"")"
"PREDICTED: Hylobates moloch BRCA1 DNA repair associated (BRCA1), transcript variant X2, mRNA",Hylobates moloch,12015,12015,100%,0.0,97.32,7170,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_032163746.2?report=genbank&log$=nucltop&blast_rank=52&RID=X1JTA680014"",""XM_032163746.2"")"
"PREDICTED: Hylobates moloch BRCA1 DNA repair associated (BRCA1), transcript variant X7, mRNA",Hylobates moloch,11995,11995,100%,0.0,97.28,7167,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_032163750.2?report=genbank&log$=nucltop&blast_rank=53&RID=X1JTA680014"",""XM_032163750.2"")"
"PREDICTED: Hylobates moloch BRCA1 DNA repair associated (BRCA1), transcript variant X5, mRNA",Hylobates moloch,11995,11995,100%,0.0,97.28,7167,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_058445986.1?report=genbank&log$=nucltop&blast_rank=54&RID=X1JTA680014"",""XM_058445986.1"")"
"PREDICTED: Hylobates moloch BRCA1 DNA repair associated (BRCA1), transcript variant X9, mRNA",Hylobates moloch,11976,11976,100%,0.0,97.24,7164,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_058445988.1?report=genbank&log$=nucltop&blast_rank=55&RID=X1JTA680014"",""XM_058445988.1"")"
"PREDICTED: Symphalangus syndactylus BRCA1 DNA repair associated (BRCA1), transcript variant X13, mRNA",Symphalangus syndactylus,11937,11937,100%,0.0,97.16,7151,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_063629055.1?report=genbank&log$=nucltop&blast_rank=56&RID=X1JTA680014"",""XM_063629055.1"")"
"PREDICTED: Symphalangus syndactylus BRCA1 DNA repair associated (BRCA1), transcript variant X6, mRNA",Symphalangus syndactylus,11919,11919,99%,0.0,97.48,7680,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_063629050.1?report=genbank&log$=nucltop&blast_rank=57&RID=X1JTA680014"",""XM_063629050.1"")"
"PREDICTED: Pongo pygmaeus BRCA1 DNA repair associated (BRCA1), transcript variant X26, mRNA",Pongo pygmaeus,11906,12084,98%,0.0,98.10,6935,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_063656694.1?report=genbank&log$=nucltop&blast_rank=58&RID=X1JTA680014"",""XM_063656694.1"")"
"PREDICTED: Symphalangus syndactylus BRCA1 DNA repair associated (BRCA1), transcript variant X12, mRNA",Symphalangus syndactylus,11899,11899,99%,0.0,97.44,7677,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_063629054.1?report=genbank&log$=nucltop&blast_rank=59&RID=X1JTA680014"",""XM_063629054.1"")"
"PREDICTED: Symphalangus syndactylus BRCA1 DNA repair associated (BRCA1), transcript variant X11, mRNA",Symphalangus syndactylus,11899,11899,99%,0.0,97.44,7239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_055256863.2?report=genbank&log$=nucltop&blast_rank=60&RID=X1JTA680014"",""XM_055256863.2"")"
"PREDICTED: Symphalangus syndactylus BRCA1 DNA repair associated (BRCA1), transcript variant X10, mRNA",Symphalangus syndactylus,11899,11899,99%,0.0,97.44,7239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_055256862.2?report=genbank&log$=nucltop&blast_rank=61&RID=X1JTA680014"",""XM_055256862.2"")"
"PREDICTED: Symphalangus syndactylus BRCA1 DNA repair associated (BRCA1), transcript variant X9, mRNA",Symphalangus syndactylus,11899,11899,99%,0.0,97.44,7677,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_063629053.1?report=genbank&log$=nucltop&blast_rank=62&RID=X1JTA680014"",""XM_063629053.1"")"
"PREDICTED: Pongo pygmaeus BRCA1 DNA repair associated (BRCA1), transcript variant X33, mRNA",Pongo pygmaeus,11863,11863,97%,0.0,97.80,6868,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_063656699.1?report=genbank&log$=nucltop&blast_rank=63&RID=X1JTA680014"",""XM_063656699.1"")"
"PREDICTED: Pongo pygmaeus BRCA1 DNA repair associated (BRCA1), transcript variant X34, mRNA",Pongo pygmaeus,11843,11843,97%,0.0,97.75,6865,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_063656700.1?report=genbank&log$=nucltop&blast_rank=64&RID=X1JTA680014"",""XM_063656700.1"")"
"PREDICTED: Pongo pygmaeus BRCA1 DNA repair associated (BRCA1), transcript variant X22, mRNA",Pongo pygmaeus,11762,12142,99%,0.0,98.08,7241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_063656690.1?report=genbank&log$=nucltop&blast_rank=65&RID=X1JTA680014"",""XM_063656690.1"")"
"PREDICTED: Pongo pygmaeus BRCA1 DNA repair associated (BRCA1), transcript variant X21, mRNA",Pongo pygmaeus,11762,12183,99%,0.0,98.08,7619,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_063656689.1?report=genbank&log$=nucltop&blast_rank=66&RID=X1JTA680014"",""XM_063656689.1"")"
"PREDICTED: Pongo pygmaeus BRCA1 DNA repair associated (BRCA1), transcript variant X20, mRNA",Pongo pygmaeus,11762,12180,99%,0.0,98.08,7092,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_063656688.1?report=genbank&log$=nucltop&blast_rank=67&RID=X1JTA680014"",""XM_063656688.1"")"
"PREDICTED: Pongo pygmaeus BRCA1 DNA repair associated (BRCA1), transcript variant X24, mRNA",Pongo pygmaeus,11742,12160,99%,0.0,98.03,7090,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_063656692.1?report=genbank&log$=nucltop&blast_rank=68&RID=X1JTA680014"",""XM_063656692.1"")"
"PREDICTED: Pongo pygmaeus BRCA1 DNA repair associated (BRCA1), transcript variant X23, mRNA",Pongo pygmaeus,11742,12160,99%,0.0,98.03,7090,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_063656691.1?report=genbank&log$=nucltop&blast_rank=69&RID=X1JTA680014"",""XM_063656691.1"")"
"PREDICTED: Pongo pygmaeus BRCA1 DNA repair associated (BRCA1), transcript variant X25, mRNA",Pongo pygmaeus,11723,12142,99%,0.0,97.99,7088,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_063656693.1?report=genbank&log$=nucltop&blast_rank=70&RID=X1JTA680014"",""XM_063656693.1"")"
"PREDICTED: Hylobates moloch BRCA1 DNA repair associated (BRCA1), transcript variant X18, mRNA",Hylobates moloch,11513,11513,95%,0.0,97.43,6890,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_058445997.1?report=genbank&log$=nucltop&blast_rank=71&RID=X1JTA680014"",""XM_058445997.1"")"
"PREDICTED: Hylobates moloch BRCA1 DNA repair associated (BRCA1), transcript variant X11, mRNA",Hylobates moloch,11513,11878,99%,0.0,97.44,7092,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_058445990.1?report=genbank&log$=nucltop&blast_rank=72&RID=X1JTA680014"",""XM_058445990.1"")"
"PREDICTED: Hylobates moloch BRCA1 DNA repair associated (BRCA1), transcript variant X10, mRNA",Hylobates moloch,11513,11916,99%,0.0,97.44,7098,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_058445989.1?report=genbank&log$=nucltop&blast_rank=73&RID=X1JTA680014"",""XM_058445989.1"")"
"PREDICTED: Hylobates moloch BRCA1 DNA repair associated (BRCA1), transcript variant X14, mRNA",Hylobates moloch,11492,11857,99%,0.0,97.40,7089,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_058445994.1?report=genbank&log$=nucltop&blast_rank=74&RID=X1JTA680014"",""XM_058445994.1"")"
"PREDICTED: Hylobates moloch BRCA1 DNA repair associated (BRCA1), transcript variant X13, mRNA",Hylobates moloch,11492,11896,99%,0.0,97.40,7095,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_058445993.1?report=genbank&log$=nucltop&blast_rank=75&RID=X1JTA680014"",""XM_058445993.1"")"
"PREDICTED: Hylobates moloch BRCA1 DNA repair associated (BRCA1), transcript variant X12, mRNA",Hylobates moloch,11492,11896,99%,0.0,97.40,7095,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_058445992.1?report=genbank&log$=nucltop&blast_rank=76&RID=X1JTA680014"",""XM_058445992.1"")"
"PREDICTED: Pongo abelii BRCA1 DNA repair associated (BRCA1), transcript variant X4, mRNA",Pongo abelii,11483,11483,93%,0.0,98.16,6773,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_003778832.4?report=genbank&log$=nucltop&blast_rank=77&RID=X1JTA680014"",""XM_003778832.4"")"
"PREDICTED: Hylobates moloch BRCA1 DNA repair associated (BRCA1), transcript variant X16, mRNA",Hylobates moloch,11474,11839,99%,0.0,97.35,7086,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_058445996.1?report=genbank&log$=nucltop&blast_rank=78&RID=X1JTA680014"",""XM_058445996.1"")"
"PREDICTED: Hylobates moloch BRCA1 DNA repair associated (BRCA1), transcript variant X15, mRNA",Hylobates moloch,11474,11878,99%,0.0,97.35,7092,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_058445995.1?report=genbank&log$=nucltop&blast_rank=79&RID=X1JTA680014"",""XM_058445995.1"")"
"PREDICTED: Pongo abelii BRCA1 DNA repair associated (BRCA1), transcript variant X7, mRNA",Pongo abelii,11465,11465,93%,0.0,98.12,6608,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/XM_024235546.3?report=genbank&log$=nucltop&blast_rank=80&RID=X1JTA680014"",""XM_024235546.3"")"
